utterance,emotion_id,acts_id,emotion,acts
I'd be glad to tell you what I think .,4,4,happiness,commisive
Good ! I'm interested in your advice .,4,1,happiness,inform
"If I were you , I would change the beginning . You should write about your education first because we like to judge a man by his abilities .",0,3,other,Directive
"Good idea , Betty . What would you think about the second part ?",4,2,happiness,question
I think it's too short . You'd better say something about your work experience .,0,3,other,Directive
"You're right , I'll change it . How about the last part ?",0,2,other,question
"Very good . But you should talk about your family , too .",4,3,happiness,Directive
I agree . I appreciate your helping me .,4,4,happiness,commisive
I see you have bought the latest copy of beauty and fashion . Are there any interesting articles in it ?,0,2,other,question
There ’ s an interesting interview with a top fashion designer about the latest fashions . I enjoyed reading her thought . The which ? section is very interesting this month . They tested facial cleaners . T,0,1,other,inform
I like to take the tests that they print in this magazine .,0,1,other,inform
Which tests do you mean ?,0,2,other,question
You know . Tests like how jealous are you ? and are you a fashion victim ?,0,1,other,inform
"Oh , I see . I like to do those tests , too , but I don ’ t take them seriously .",0,1,other,inform
"Of course not , but sometimes the results make you think about yourself and what you do . According to the jealousy test , I ’ m quite a jealous type of person . Perhaps I need to control my jealousy .",0,1,other,inform
You ’ re right . It ’ s sometimes hard to tell which pages are advertisement and which ones are articles .,0,1,other,inform
"If I can improve my vertical jump a few more inches , I think beach volleyball might be my ticket .",0,1,other,inform
"But whenever we play , you just sit on the sand , drink beer , and watch the girls !",0,1,other,inform
"It's a beautiful sport , isn't it ?",0,2,other,question
"To be honest , I don't think you could even win a gold in hopscotch !",0,1,other,inform
"OK , OK . Enough already . We'd better hustle . The contest starts in five minutes .",0,3,other,Directive
Will it be all right to visit you this evening ?,0,2,other,question
"I'm sorry , but I have an appointment this evening.How about tomorrow evening ?",0,3,other,Directive
It's fine with me .,0,4,other,commisive
How is night life in Beijing ?,4,2,happiness,question
Very interesting !,4,1,happiness,inform
What do you suggest then ?,4,2,happiness,question
How about going to dance ? There is a very good nightclub nearby .,4,3,happiness,Directive
"That's a great idea . Let's go ... Oh , the dance hall looks very nice and the music is wonderful .",4,4,happiness,commisive
"I'm glad you like it.The band is called "" Four and One "" . They are especially good at playing rock and roll .",4,1,happiness,inform
That's great ! I love to dance to fast music .,4,1,happiness,inform
"Then you must be interested in disco dancing , aren't you ?",4,2,happiness,question
"Yes , disco dancing is my favorite.It ' s great fun and good exercise as well .",4,1,happiness,inform
OK . Let's disco .,4,3,happiness,Directive
Now the band is playing a slow dance .,4,4,happiness,commisive
That's a waltz . Would you like to try it ?,4,3,happiness,Directive
"Sorry , I think I'Il sit out the next dance .",4,4,happiness,commisive
All right . Let me get you something to drink .,4,3,happiness,Directive
Just remember . The main thing right now is to make sure Stars.com is happy .,0,1,other,inform
Right . You're right . But she's just evil . Someone should drive a stake through her heart .,0,1,other,inform
"Elvin , please . Can I count on you to keep your cool for a week , or not ?",0,2,other,question
I'm OK . I'll be fine . I'v cool . I'm cold . I'm like ice . She won't know what hit her .,0,1,other,inform
"By the way , how's the nose ? Boy , that must have hurt .",0,2,other,question
What do you need ?,0,2,other,question
I would like to check out a book .,0,3,other,Directive
I ’ m going to need your library card .,0,3,other,Directive
I don ’ t have a library card .,0,4,other,commisive
Why don ’ t you apply for one right now ?,0,3,other,Directive
Sure . That would be great .,0,4,other,commisive
Please fill out this application .,0,3,other,Directive
Okay . Here you go .,0,4,other,commisive
"Now , sign your name on the back of the card .",0,3,other,Directive
Here you go .,0,4,other,commisive
Here ’ s your library card .,0,1,other,inform
Thanks . Now I ’ d like to check out this book .,0,4,other,commisive
I can ’ t believe my English teacher is making me read pride and prejudice !,6,1,surprise,inform
"Why not ! It ’ s a classic ; in fact , it ’ s one of my favorite novels .",6,1,surprise,inform
But it ’ s so old .,0,1,other,inform
Don ’ t judge a book by its cover . Do you Kwon what it ’ s about ?,0,2,other,question
"No , not at all .",0,1,other,inform
"First of all , it ’ s a romance novel , set in the early 19th century .",0,1,other,inform
I didn ’ t realize it was a romance novel . What ’ s the main storyline ?,0,2,other,question
It ’ s basically about a father who tried to marry off one of his five girls .,0,1,other,inform
Why does he want to do that ?,0,2,other,question
"Since he doesn ’ t have a son , he hopes that one of the girls will marry a wealthy man . That way , all of his daughters will be cared for .",0,1,other,inform
Won ’ t they get his inheritance ?,0,2,other,question
"No , that ’ s the problem . Though they are well-off , once he dies , his house will go to his cousin . So , when he dies , the girls will have nothing .",0,1,other,inform
I see . This sounds interesting ! Maybe my teacher isn ’ t so horrible after all .,4,1,happiness,inform
"So , are you going to read the novel or watch the movie ?",0,2,other,question
There ’ s movie ? My teacher didn ’ t tell me that !,6,1,surprise,inform
That ’ s probably because she wants you to read the book first .,0,1,other,inform
It would take a lot less time ..,0,1,other,inform
How about this . When you finish the book . I ’ ll get the movie and watch it with you .,0,3,other,Directive
Ok . That sounds like a deal .,4,4,happiness,commisive
What is the matter with him ?,0,2,other,question
"I don't know , what's wrong ?",0,2,other,question
I feel he is as cold as charity to me .,0,1,other,inform
Maybe you should ask him openly .,0,1,other,inform
Are there many idioms in English ?,0,2,other,question
There are hundreds and hundreds . English is particularly rich in idiomatic expressions .,0,1,other,inform
Can you give us an example ?,0,3,other,Directive
I'll look up the rate . To look up doesn't mean to look high into the sky or to look at the roof . It means to search for and find some information .,0,4,other,commisive
"What about the expression "" goodbye "" ? Is that an idiom ?",0,2,other,question
"That is just a natural , grammatical English expression . It has a direct translation in other languages .",0,1,other,inform
"This is interesting , Ms.Parker .",4,1,happiness,inform
"Good morning , Mr.Black . I am the new secretary .",0,1,other,inform
"Good morning , Miss White . You are half an hour early .",0,1,other,inform
I don't want to make a bad impression .,0,1,other,inform
"Come on over . This is your desk , and this is your time card . Be sure to clock in and out before and after you work .",0,3,other,Directive
I will .,0,4,other,commisive
"One more thing , keep your desk neat . It's the rule . There is no exception , even the art designers have to keep their desks neat .",0,3,other,Directive
I'll keep that in mind . Does everything on the desk belong to me ?,0,2,other,question
"Not belong . You can use them as long as you work here . When you quit , you ’ ll have to return them to the company .",0,3,other,Directive
What's the extension number for my phone ?,0,2,other,question
The operator will put all your calls through . You don't have to worry about that .,0,3,other,Directive
Can I make personal phone calls during my office hours ?,0,3,other,Directive
"Of course you can . Every one has his personal matters to deal with more or less , but don't chat over the phone . What's more , don't let it hinder your work and the company's business .",0,3,other,Directive
I understand .,0,4,other,commisive
"When you settle down , I'll show you around and introduce you to the department managers .",0,3,other,Directive
Oh ! I just want to drop in on him for a chat .,0,1,other,inform
"Please come in , Mr.Jackson .",0,3,other,Directive
"No , thank you.Please tell him to phone me when he comes back .",0,4,other,commisive
"When in Rome , do as the Romans do , they say .",0,1,other,inform
What do you mean ?,0,2,other,question
"Roman is living in Rome , of course . And go to work by car , or bus , or on foot .",0,1,other,inform
I think the Romans do what everyone else does .,0,1,other,inform
Certainly .,0,1,other,inform
And Roman really loves life . He knows how to enjoy himself .,0,1,other,inform
Not always . But they like good meal .,0,1,other,inform
Really ?,6,2,surprise,question
How can I go there to have a taste ?,0,2,other,question
By air of course .,0,1,other,inform
it seems the department still has some money left in the budget . Do you have any suggestions how to use it before the budget is renewed ?,0,2,other,question
what about renting a restaurant and treating the employees to a nice dinner ?,0,3,other,Directive
but we've done that many times . We want something fresh this time .,0,4,other,commisive
"okay , let me think . What about a party-and-movie night ? We can rearrange our reference room , invite a band to play some music , order in some food and watch a movie later .",0,3,other,Directive
